artist.id,artist.name,song.id,song.title,song.dancebility,song.expertrate,song.loudness,song.year,album.id,album.title,album.company,user.id,user.password,user.age,user.gender,user.email,user.lastname,user.firstname,user.admin,5pb.
AR6IRG41187B9A4D98,Ec8or,SOEPPKB12AB018418B,Cocain Ducks,0,0.50407567,0.005,1979,505301,Ec8or,Extraphone,4048444,YU10H12E71,40,0,iplwy@Oradinosaur.com,Graham,Michael,0,Jugodisk
ARS1OWB1187B99EEAD,The New York Dolls,SOGKIWV12A6D4F86C4,Human Being,0.877,0.717670525,0.425,1981,74655,Too Much Too Soon,Corporation,7158719,OR63R38Q89,30,1,vrilf@Oradinosaur.com,Fowler,Arthur,0,JYP Entertainment
ARGMXQW1187FB54C34,Eliane Elias,SOPHYIS12AAF3B35A3,The More I See You,0.675,0.669726188,0.391,1979,322532,Bossa Nova Stories,PIAS Entertainment Group,3903439,NT70U57B19,67,1,tgauq@Oradinosaur.com,Manning,David,0,Koch Entertainment
AROEL1B1187B988B90,Lost Boyz,SOFHBAR12A6701D0FE,Certain Things We Do,1,0.569741152,0.715,1953,14592,Love_ Peace & Nappiness,Suzy,7807693,SH10O44Y52,73,1,pgtsy@Oradinosaur.com,Lyons,Margaret,0,Kung Fu Records
AR8W8DN1187FB35ED0,The Germs,SOCPRKM12AB018A2FD,Forming,0.276,0.640048357,0.641,1950,515081,Germicide,Johnny&Associates,2281388,GX23S51Y77,34,1,witfv@Oradinosaur.com,Kelly,Travis,0,Live Music Records
ARUWLCL1187FB549B8,Yamandu Costa,SOFGHAM12AB0186412,MafuA!,0.462,0.397772876,0.105,2006,765750,MafuA!,Room 10 Records,2855428,FU26S86H95,99,1,obmgi@Oradinosaur.com,Moore,Marie,0,Lone Star Music
AR3793X1187FB50CB3,Chris Rea,SODHVES12A6701CE6B,Driving Home For Christmas,0,0.643182773,0.222,1963,17220,The Road To Hell Part 2,T-Series,6268618,TQ76S31P14,75,1,uwhra@Oradinosaur.com,Haynes,Hattie,0,Magnatune
ARINEWW1187FB5577E,Perrey And Kingsley,SOXIATP12AAF3B2184,Spooks In Space,0,0.411421048,0.61,2014,617077,Vanguard Visionaries,Aquaplus,3418898,UQ58D60C59,87,0,eftmp@Oradinosaur.com,Wright,Logan,0,Menart Records
ARDGB6U1187FB3AD07,Eurythmics,SOGNQWU12A8AE4868F,Tous Les GarASSons Et Les Filles,0.777,0.75100762,0.442,1961,278999,Be Yourself Tonight,CJ E&M Music Performance Divison,6434136,WE89E50P80,37,0,vahxo@Oradinosaur.com,Barber,Hilda,0,MGM Distribution
AR2J2WF1187FB46271,Francis Dunnery,SOYQOFI12A6D4F76E1,Too Much Saturn,0.379,0.54858513,0.666,1990,19601,Hometown 2001,Live Music Records,5394643,GN44H97U96,28,0,qbfup@Oradinosaur.com,Sandoval,Jordan,0,Microphone Records
ARUI8651187B9ACF52,John Cale,SOVOLGY12A6D4F822B,Movement 4 [from Kiss] (Album Version),0.632,0.749317801,0.458,2003,38599,Eat / Kiss: Music For The Films By Andy Warhol,Movic,3229520,PS98Z17C42,81,1,gmiyr@Oradinosaur.com,Nash,Raymond,0,Ministry of Sound
AR89DTT1187B9A7ED5,Suzanne Ciani,SOMZCVH12AB0182B8E,Stream,0.526,0.631946666,0.527,1980,619882,The Ultimate Most Relaxing New Age Piano in the Universe,Behringer,8967618,NM38F17B97,47,1,ladva@Oradinosaur.com,Fernandez,Corey,0,Movic
ARMD0G81187B99A519,Vickie Winans,SONXJBL12AAF3B2C0C,Make Me Over,0.601,0.653937821,0.172,2012,618615,Classic Gold: Best of All,EMI,8206835,HM66W85I72,37,0,osrny@Oradinosaur.com,Chapman,Scott,0,Multimedia Record Corporation
AR0VZWC1187B99BA57,The Berzerker,SOYWZTU12AB0180E26,Deform (live),0,0.668370612,0.108,1976,681639,The Berzerker,Corporation,4971568,LW86O56B79,59,1,svptz@Oradinosaur.com,Harmon,Gabriel,0,Mushroom Records
ARF2EHS1187B994F4E,Kings Of Leon,SOLGHDZ12AB0183B11,Wicker Chair,1,0.845768866,0.612,2017,449471,Holy Roller Novocaine,MCA Inc.,3794002,CL53A38N76,100,0,fgwoi@Oradinosaur.com,Hill,Russell,0,MCA Inc.
ARZKRD01187FB45FD2,Edith Lefel,SOTNTNJ12AAA15FBD6,An ti chans',0.611,0.407455644,0.29,1964,321356,Jeux de dames_ vol. 1 (rA(c)alisation Ronald Rubinel),Def Jam Recordings,233724,NQ94W17S93,54,1,alrwz@Oradinosaur.com,Neal,David,0,Musketeer Records
ARK4H5K1187B992F74,Taras,SOXZXXV12AAF3B3A67,I Will Love Again (JJ's Club Radio),0.907,0.460171324,0.056,1962,530141,I Will Love Again,Aardvark Records,5194582,JW23U40X27,66,1,jemyx@Oradinosaur.com,Reese,Sophia,0,Muzak
AR06EB01187FB40150,NOFX,SOPIKEG12A58291636,Stickin In My Eye,0.644,0.778816717,0.093,2016,104765,White Trash ......,Behringer,3707462,AX25B85H75,43,1,lbroq@Oradinosaur.com,Porter,Allen,0,Newbury Comics
ARKPDBH1242077DEB1,Murskahumppa,SOIRNBO12AC468D207,Ota kiinni,0.635,0.435889847,0.379,1965,695158,Murskapunkkia,Nuwax Records,937789,HK76R90Z32,75,0,qrlsz@Oradinosaur.com,Fleming,Mabelle,0,Nuwax Records
ARBJSO81187B9BA09B,Soda Stereo,SOSBDSF12AB0189007,Entre CanAbales,0.872,0.711165787,0.161,2006,509770,CanciA3n Animal,Saban Capital Group,1163081,HI67D43I32,58,1,nsfbw@Oradinosaur.com,Goodman,Amy,0,One Records
ARRC2JF1187B9B6A93,Bruce Rowland,SOIJXXM12A8C1416D6,Rosemary Recalls,0.948,0.443162398,0.469,1993,223779,The Man from Snowy River,Behringer,723866,WG80M86Z46,96,1,uazng@Oradinosaur.com,Holloway,Tony,0,Oricon
ARNIFX51187FB418EA,Xcultures,SOHMMMC12AB0181C42,Sudanese Dance,1,0.400433514,0.652,2003,466577,One World One People,Hed Kandi,4821595,FL37M78I25,51,1,vmdcq@Oradinosaur.com,Williams,Cameron,0,PGP-RTB
ARCCRTI11F4C845308,White Heart,SOVJXVJ12A8C13517D,Where The Thunder Roars (Tales Of Wonder Album Version),0.443,0.477364753,0.596,1998,148547,Tales Of Wonder,Extraphone,5802040,LH77H17E93,91,1,mgldy@Oradinosaur.com,Ross,Maria,0,PIAS Entertainment Group
ARNVH8S1187FB52F86,Heavy D / McGruff,SOFZCTA12AB0188D8F,Wanna Be A Player,0.883,0.617870116,0.665,1984,423012,Waterbed Hev,Hed Kandi,8545033,NG56J60U56,23,1,nnrxs@Oradinosaur.com,Payne,Sue,0,PIAS UK Distribution
ARNLO5S1187B9B80CC,Van Halen,SOLRYQR12A670215BF,Panama (Remastered Album Version),0.812,0.744641246,0.455,1978,7133,The Best Of Both Worlds,GMA Artist Center,4192260,DK40G92K56,77,0,obygq@Oradinosaur.com,Waters,Lillie,0,PlayNetwork
ARTDQRC1187FB4EFD4,Black Eyed Peas,SOCHRXB12A8AE48069,Let's Get It Started,0.692,0.845601887,0.205,1964,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,JYP Entertainment,786631,WO72O10M36,43,1,usdwa@Oradinosaur.com,Webb,Theodore,0,Pony Canyon
ARK9TRQ1187B99C095,Nine Inch Nails,SOKBBXO12A6701DEA0,Metal,1,0.905776889,0.05,1962,15567,Things Falling Apart,Kung Fu Records,9913063,NZ82E48Q96,57,0,ivbbp@Oradinosaur.com,Welch,Owen,0,Posse Up Entertainment
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,SOWHYUG12A58A77FAB,She Fell Away (2009 Digital Remaster),0.277,0.694021648,0.052,1961,413222,Your Funeral... My Trial (2009 Digital Remaster),AMCR,5463526,IY68E41S60,77,1,roiap@Oradinosaur.com,Clark,Adam,0,Random Disc Records
ARMBYRO1187FB57419,Nadine Renee,SOYSTDI12A6D4F6500,Next Time,0,0.408389022,0.883,1959,80578,Oasis of Love,Sony Music Entertainmet (Japan) Inc.,7383865,NQ88W40U92,25,0,gktsj@Oradinosaur.com,Sutton,Jeanette,0,Room 10 Records
ARWY7I71187FB36C3D,Lesley Gore,SOOOROX12A6D4F8400,It's My Party,1,0.606925359,0.386,1982,26902,60's Triple set,Instant Live,3193390,CS82L17C64,20,0,arort@Oradinosaur.com,Morrison,Brett,0,Saban Capital Group
AR6Y22S1187B99906F,Smartbomb,SONSPZE12AB01819CE,Complicate It,1,0.562463784,0.53,1951,633532,Yeah.  Well_ Anyway....,Thorn EMI,5274824,EI88P53I11,31,1,sslsw@Oradinosaur.com,Palmer,Ryan,0,Scranton Button Company
ARI5P4N1187FB3F44D,Suburbs,SOHWGFU12AB017B036,Monde De Fou,0.87,0.481004583,0.842,2014,435830,Un Titre de Toune,Backstreet Records,976471,VA53Z18I80,49,0,ayuqz@Oradinosaur.com,Hines,Sally,0,Shure
ARYPWUK1187B98ACED,Emperor,SOQQVQJ12AB0185192,Opus a Satana (Part 2),0,0.742963152,0,2012,495734,Live Inferno,Newbury Comics,5561519,TX95Z36F16,23,0,flovd@Oradinosaur.com,Swanson,Joseph,0,Skeleton Crew
ARW63KF1187B98AC48,Julien Clerc,SODRHHD12AB0189F2A,This Melody (Live),0.707,0.58547954,0.633,1977,664484,Vendredi 13 - 1981,Posse Up Entertainment,946351,KC23F18D92,70,0,mjsyi@Oradinosaur.com,Frank,Jackson,0,S.M. Entertainment
AR8H87D1187FB3A841,Glen Campbell,SOQGFVO12A8C13C8C3,I'm Gone This Time,1,0.67159627,0.62,2012,112851,Unconditional Love,Triple Vision Record Distribution,4450755,RK28O98R73,63,1,xshrf@Oradinosaur.com,Boyd,Jesus,0,SoBe Entertainment
ARLWR721187B9A03C9,T.G. Sheppard,SORABMD12A8C136672,You Feel Good All Over,0.635,0.449323615,1,1959,200689,The Very Best Of,SoBe Entertainment,6317839,RG66A53L19,38,0,uciaq@Oradinosaur.com,Newton,Leah,0,Sony BMG
ARF4V431187FB3AA41,Slim Whitman,SOTUBVH12AB018D2EC,Indian Love Call,0.431,0.51644378,0.883,2005,682725,Country Lovers. Vol. 3,Ektaar Music Ltd,1289157,ZF50O43Y59,52,0,lytoc@Oradinosaur.com,Poole,Carrie,0,Sony Music Australia
ARBGWMW1187B9AEA3E,Savage Garden,SOMQAGT12A8C132DB4,You Can Still Be Free,0.489,0.728209707,0,1981,287804,Affirmation,PIAS UK Distribution,3687039,EA61I14A60,92,0,ubvze@Oradinosaur.com,Wells,Brian,0,Sony Music Entertainment
AR6G4V01187B9AD086,Queens Of The Stone Age,SOKLLOH12A67020F2C,I Never Came,1,0.798645179,0.08,1976,220917,Lullabies To Paralyze,JYP Entertainment,4977814,XO40H29B62,87,1,fqenu@Oradinosaur.com,Ward,Herbert,0,Sony Music Entertainmet (Japan) Inc.
ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,SONRLQH12AB017C232,Dixie,0,0.445854631,0.278,1993,629785,It's War Again,Anjunabeats,1410164,CA30B66J84,69,0,shefl@Oradinosaur.com,Bishop,Tyler,0,Sony/ATV Music Publishing
AR9AM2N1187B9AD2F1,Inspiral Carpets,SODDZAD12A6701DC4C,Commercial Reign,0.779,0.605109702,0.823,1987,11305,The Singles,Scranton Button Company,8310767,VY18H55E58,100,0,qizip@Oradinosaur.com,Pena,Rodney,0,Spectra Records
AR9XEVF1187B99D017,Borialis,SORENXV12A6701F61F,Hourglass,0.725,0.454043995,0.569,1961,4967,What You Thought You Heard,MGM Distribution,7209218,HY45M71B66,71,0,zbyaj@Oradinosaur.com,Walker,Luke,0,Sumthing Distribution
ARCFOZ71187FB43A0D,The Dirty Skirts,SOYMMDY12AB01825B2,Wake,1,0.543516131,0.613,1987,325335,Daddy Don't Disco,Corporation,8296263,UD22C40N68,59,0,tyqbc@Oradinosaur.com,Miller,Edna,0,Suzy
ARHFEBO11F50C4825A,Flor Silvestre,SOJWQIP12A6D4F710A,Caricia Y Herida,0.613,0.42054585,0.847,1991,82932,15 Exitos Vol. 2 Flor Silvestre,Shure,4002449,OI96G99V18,60,0,asjje@Oradinosaur.com,McDonald,Kate,0,T-Series
AR107SB1187B9A79F9,BA(c)zu,SOOVOKS12AB017EE57,Le tortillard,0.847,0.373850623,0.508,2016,401583,"Le top du pA""re NAPel",EMI,8804940,LO30V89U24,79,0,exnau@Oradinosaur.com,Mills,Terry,0,Talent Quest
ARXWAQQ1187B9AE954,Redman,SORWHWY12A6702038E,WKYA (drop),0.579,0.743129776,0.074,1952,8552,Malpractice,Halaqah Media,3749420,IC66Z34Q47,88,0,qlrsb@Oradinosaur.com,Gardner,Jay,0,Telstar Records
ARL6XZC1187FB3936E,Solistiyhtye Suomi,SOGYYLE12A8C13E5EA,TerA$?slintu,0,0.13818761,0.718,2012,217058,20 Suosikkia / Rilluttele yAP,Mushroom Records,3171273,EA92T33H15,25,1,ptrtm@Oradinosaur.com,Flores,Johnny,0,The Visual Dimensions Music
ARSDSMG1187B98CB59,Eddie Cantor,SOITUXQ12AB0183AE9,Now's The Time To Fall In Love,0.71,0.416141023,0.599,1990,489673,The Fabulous Eddie Cantor,MGM Distribution,7793968,JF82K45X18,35,1,yultw@Oradinosaur.com,Griffin,Lilly,0,Thorn EMI
AR3WMW01187B9921F7,Schizoid,SOTWEZZ12A8C142B60,Grim Prospects (Gross Prospects - Bad Trip Remix),0.141,0.495559652,0.376,1976,475992,Grim Prospects Remixes - Grim Prospects Will Never End,Ministry of Sound,7212736,DL47K19D92,20,0,awcwo@Oradinosaur.com,Bell,Jerry,0,Triple Vision Record Distribution
AR3C3C01187B98E800,Kai Winding,SOUVRGZ12A58A77F90,Mangos,0.761,0.430538907,0,1998,495041,The Incredible Kai Winding Trombones,CAPP Records,7114752,IT90X47I21,67,1,zjend@Oradinosaur.com,Lewis,Ray,0,Ultra Music
ARDD9UN1187B98D3A7,Sonny Simmons,SOBLTSM12A6D4F9EEA,A Distant Voice,0,0.428375417,0,1952,225610,Staying on the Watch,Shure,8124405,XO76F14G87,75,1,eside@Oradinosaur.com,Davis,Mayme,0,
